1487,11,1,35,60,53,54,23,25,54,24,35,238,30,JUNGLE,99,BOTTOM,222,BOTTOM,157,MIDDLE,86,TOP,29,JUNGLE,92,TOP,63,JUNGLE,13,TOP,412,BOTTOM
1536,11,0,555,141,53,91,420,119,8,53,236,55,412,BOTTOM,22,BOTTOM,3,MIDDLE,11,JUNGLE,82,TOP,18,BOTTOM,497,BOTTOM,86,TOP,254,JUNGLE,4,MIDDLE
1712,11,0,246,111,133,38,498,67,111,350,99,80,141,JUNGLE,85,BOTTOM,117,BOTTOM,33,MIDDLE,86,JUNGLE,157,BOTTOM,54,BOTTOM,106,JUNGLE,517,MIDDLE,555,TOP
1675,11,0,84,75,11,35,157,122,24,91,555,498,7,MIDDLE,22,MIDDLE,141,JUNGLE,21,BOTTOM,6,TOP,133,TOP,119,BOTTOM,120,JUNGLE,37,BOTTOM,103,MIDDLE
2112,11,1,350,58,119,120,555,35,103,54,22,142,145,BOTTOM,53,BOTTOM,42,MIDDLE,29,JUNGLE,8,TOP,31,TOP,112,MIDDLE,1,BOTTOM,36,JUNGLE,222,BOTTOM
1356,11,1,38,11,37,53,82,266,53,11,412,157,432,BOTTOM,17,TOP,246,JUNGLE,29,BOTTOM,33,JUNGLE,50,TOP,18,BOTTOM,60,JUNGLE,103,MIDDLE,25,BOTTOM
1571,11,1,54,63,53,122,82,8,157,246,35,25,11,JUNGLE,57,TOP,51,BOTTOM,99,BOTTOM,55,MIDDLE,238,MIDDLE,2,JUNGLE,119,BOTTOM,86,TOP,111,BOTTOM
2317,11,1,36,89,84,114,145,10,0,80,157,53,86,TOP,21,BOTTOM,105,MIDDLE,64,JUNGLE,111,BOTTOM,56,JUNGLE,267,BOTTOM,245,MIDDLE,222,BOTTOM,82,TOP
2528,11,0,2,64,24,53,84,25,16,518,11,114,238,MIDDLE,59,JUNGLE,110,BOTTOM,54,TOP,50,BOTTOM,34,BOTTOM,22,BOTTOM,41,TOP,141,JUNGLE,38,MIDDLE
1713,11,1,238,555,18,82,35,53,157,75,35,119,110,BOTTOM,81,MIDDLE,143,BOTTOM,2,JUNGLE,17,TOP,10,TOP,20,JUNGLE,498,BOTTOM,25,BOTTOM,134,MIDDLE
1950,11,1,157,64,10,45,120,24,498,53,238,82,14,TOP,145,BOTTOM,35,JUNGLE,518,MIDDLE,37,BOTTOM,99,MIDDLE,420,TOP,11,JUNGLE,29,BOTTOM,40,BOTTOM
2733,11,0,29,39,8,143,157,141,121,45,266,122,99,MIDDLE,555,BOTTOM,145,BOTTOM,17,TOP,35,JUNGLE,497,BOTTOM,498,BOTTOM,50,MIDDLE,86,TOP,19,JUNGLE
2033,11,0,35,25,8,67,82,119,82,157,238,53,32,JUNGLE,29,BOTTOM,13,MIDDLE,86,TOP,267,BOTTOM,64,JUNGLE,246,MIDDLE,22,BOTTOM,10,TOP,101,BOTTOM
2028,11,1,86,90,56,25,35,22,28,74,36,145,17,TOP,121,JUNGLE,45,MIDDLE,222,BOTTOM,40,BOTTOM,131,MIDDLE,26,BOTTOM,29,BOTTOM,11,TOP,54,JUNGLE
1664,11,0,55,85,25,99,28,2,39,35,53,240,245,JUNGLE,21,BOTTOM,98,TOP,103,MIDDLE,50,MIDDLE,15,BOTTOM,11,JUNGLE,268,MIDDLE,114,TOP,555,BOTTOM
1622,11,1,11,86,122,40,51,18,35,53,86,25,54,BOTTOM,10,TOP,157,MIDDLE,245,JUNGLE,145,BOTTOM,26,BOTTOM,240,JUNGLE,222,BOTTOM,121,JUNGLE,90,MIDDLE
1908,11,1,35,28,22,10,111,90,53,13,350,122,84,JUNGLE,64,JUNGLE,498,BOTTOM,157,MIDDLE,37,BOTTOM,17,TOP,117,BOTTOM,55,MIDDLE,81,BOTTOM,36,JUNGLE
1837,11,0,25,82,555,35,63,111,28,145,8,157,18,MIDDLE,141,JUNGLE,10,TOP,202,BOTTOM,89,BOTTOM,59,JUNGLE,80,TOP,112,MIDDLE,412,BOTTOM,133,BOTTOM
2287,11,0,86,11,555,350,122,99,7,497,19,92,157,MIDDLE,22,BOTTOM,114,TOP,24,BOTTOM,89,BOTTOM,203,JUNGLE,238,MIDDLE,17,MIDDLE,412,BOTTOM,29,BOTTOM
1471,11,1,86,131,157,53,64,82,36,111,45,157,91,MIDDLE,555,BOTTOM,11,JUNGLE,6,TOP,145,BOTTOM,245,TOP,2,JUNGLE,161,BOTTOM,81,BOTTOM,122,TOP
2320,11,0,122,103,86,22,245,25,44,126,53,1,67,BOTTOM,121,JUNGLE,31,TOP,89,BOTTOM,91,TOP,518,BOTTOM,7,MIDDLE,498,BOTTOM,64,JUNGLE,114,TOP
1245,11,0,11,22,58,0,222,24,22,39,120,555,79,JUNGLE,202,BOTTOM,43,BOTTOM,17,TOP,61,MIDDLE,84,MIDDLE,53,BOTTOM,498,BOTTOM,13,TOP,9,JUNGLE
1454,11,1,201,121,157,412,19,67,498,58,145,238,555,BOTTOM,1,TOP,112,TOP,81,BOTTOM,11,BOTTOM,18,BOTTOM,25,BOTTOM,10,TOP,4,MIDDLE,246,JUNGLE
1255,11,1,245,497,157,0,17,555,86,39,22,1,107,JUNGLE,25,BOTTOM,5,JUNGLE,92,TOP,55,MIDDLE,67,BOTTOM,89,BOTTOM,254,JUNGLE,84,TOP,517,MIDDLE
2919,11,1,25,16,0,157,163,157,26,238,80,145,202,BOTTOM,99,BOTTOM,31,MIDDLE,56,TOP,141,JUNGLE,35,MIDDLE,236,BOTTOM,8,TOP,63,BOTTOM,11,JUNGLE
1269,11,1,122,30,0,16,53,122,11,35,91,53,555,BOTTOM,268,MIDDLE,202,TOP,64,JUNGLE,21,BOTTOM,142,BOTTOM,267,JUNGLE,18,BOTTOM,84,TOP,55,MIDDLE
1317,11,0,222,53,54,86,24,86,67,107,72,25,498,BOTTOM,518,JUNGLE,7,TOP,154,JUNGLE,412,BOTTOM,78,MIDDLE,202,BOTTOM,105,MIDDLE,81,JUNGLE,432,BOTTOM
1733,11,0,25,122,0,111,64,50,86,7,555,2,83,TOP,238,MIDDLE,43,BOTTOM,236,BOTTOM,76,JUNGLE,39,TOP,80,MIDDLE,22,BOTTOM,412,BOTTOM,245,JUNGLE
1339,11,1,21,15,245,150,161,23,36,555,38,86,157,MIDDLE,85,JUNGLE,89,BOTTOM,51,BOTTOM,120,JUNGLE,13,MIDDLE,76,JUNGLE,10,TOP,350,MIDDLE,236,BOTTOM
2122,11,0,24,111,86,18,518,103,19,99,555,17,202,MIDDLE,117,JUNGLE,54,TOP,39,MIDDLE,141,JUNGLE,498,BOTTOM,497,JUNGLE,59,JUNGLE,84,MIDDLE,31,TOP
1595,11,0,45,53,90,75,24,412,555,121,86,84,157,MIDDLE,40,BOTTOM,21,BOTTOM,14,TOP,245,JUNGLE,64,JUNGLE,8,MIDDLE,23,TOP,350,BOTTOM,222,BOTTOM
1362,11,0,412,111,60,17,238,246,238,35,555,10,202,BOTTOM,16,BOTTOM,77,JUNGLE,157,TOP,7,MIDDLE,432,BOTTOM,115,MIDDLE,102,JUNGLE,13,TOP,51,BOTTOM
1953,11,1,0,0,53,0,122,25,41,33,119,238,1,MIDDLE,222,BOTTOM,24,JUNGLE,99,BOTTOM,157,JUNGLE,36,TOP,201,BOTTOM,121,JUNGLE,236,BOTTOM,3,MIDDLE
1794,11,1,17,89,498,69,555,25,145,45,68,119,104,JUNGLE,99,MIDDLE,86,TOP,117,BOTTOM,22,BOTTOM,266,MIDDLE,56,JUNGLE,53,BOTTOM,14,TOP,18,BOTTOM
1830,11,1,35,122,85,84,45,35,67,53,25,36,48,TOP,51,BOTTOM,86,MIDDLE,89,MIDDLE,121,JUNGLE,157,MIDDLE,64,JUNGLE,58,JUNGLE,78,BOTTOM,18,BOTTOM
1341,11,0,555,86,89,238,157,1,119,25,141,58,111,BOTTOM,54,JUNGLE,127,MIDDLE,67,BOTTOM,6,TOP,2,JUNGLE,39,TOP,145,BOTTOM,84,TOP,350,BOTTOM
1352,11,0,164,25,157,412,96,19,555,103,86,111,41,TOP,119,JUNGLE,39,MIDDLE,161,BOTTOM,236,BOTTOM,79,JUNGLE,40,BOTTOM,13,TOP,222,BOTTOM,238,MIDDLE
1794,11,1,238,121,266,0,25,246,145,157,122,53,19,TOP,80,JUNGLE,84,MIDDLE,518,JUNGLE,202,JUNGLE,99,BOTTOM,85,MIDDLE,11,JUNGLE,22,BOTTOM,39,TOP
1806,11,0,35,103,122,51,157,31,80,86,157,555,64,JUNGLE,38,MIDDLE,223,TOP,18,BOTTOM,53,BOTTOM,136,BOTTOM,34,MIDDLE,222,BOTTOM,75,TOP,32,JUNGLE
1254,11,1,86,53,23,245,432,240,555,35,238,145,92,JUNGLE,111,BOTTOM,107,JUNGLE,127,MIDDLE,17,BOTTOM,40,BOTTOM,75,TOP,90,MIDDLE,498,BOTTOM,48,JUNGLE
1442,11,0,92,141,25,350,222,7,86,10,35,58,157,MIDDLE,122,TOP,202,BOTTOM,12,BOTTOM,79,JUNGLE,55,MIDDLE,22,BOTTOM,240,TOP,145,BOTTOM,36,JUNGLE
1817,11,1,238,119,80,77,157,9,157,121,24,17,67,BOTTOM,99,BOTTOM,91,MIDDLE,107,JUNGLE,13,MIDDLE,104,BOTTOM,54,BOTTOM,86,TOP,427,JUNGLE,92,MIDDLE
1779,11,0,24,133,25,238,86,74,20,18,0,82,28,JUNGLE,157,MIDDLE,14,TOP,53,BOTTOM,236,MIDDLE,22,BOTTOM,105,MIDDLE,64,JUNGLE,516,TOP,27,BOTTOM
2229,11,0,238,54,157,122,498,86,142,91,157,202,101,MIDDLE,92,JUNGLE,89,BOTTOM,18,BOTTOM,80,TOP,555,BOTTOM,222,BOTTOM,56,JUNGLE,134,MIDDLE,13,TOP
2299,11,1,35,63,45,53,74,8,555,350,518,11,80,TOP,24,JUNGLE,99,BOTTOM,38,MIDDLE,145,BOTTOM,25,BOTTOM,86,TOP,13,MIDDLE,5,JUNGLE,81,BOTTOM
1843,11,1,11,86,157,53,427,10,11,53,119,157,8,TOP,106,JUNGLE,350,BOTTOM,81,BOTTOM,55,MIDDLE,22,TOP,3,MIDDLE,555,JUNGLE,75,TOP,54,JUNGLE
1986,11,0,8,24,35,51,75,90,10,53,80,236,113,JUNGLE,266,TOP,246,MIDDLE,22,BOTTOM,497,BOTTOM,31,TOP,25,BOTTOM,84,MIDDLE,77,JUNGLE,81,BOTTOM
1860,11,0,17,555,106,157,238,420,238,246,157,80,412,BOTTOM,145,BOTTOM,43,TOP,64,JUNGLE,134,TOP,202,BOTTOM,122,TOP,79,JUNGLE,21,BOTTOM,142,MIDDLE
1803,11,0,25,86,266,35,105,517,555,75,105,55,141,JUNGLE,240,TOP,412,BOTTOM,67,BOTTOM,61,MIDDLE,254,JUNGLE,121,MIDDLE,40,BOTTOM,145,BOTTOM,23,TOP
1849,11,1,0,54,119,4,63,238,555,23,36,51,22,BOTTOM,245,JUNGLE,89,BOTTOM,122,TOP,91,MIDDLE,121,JUNGLE,53,BOTTOM,103,MIDDLE,67,BOTTOM,114,JUNGLE
1809,11,1,51,55,77,17,53,25,2,350,74,11,99,BOTTOM,145,BOTTOM,48,JUNGLE,122,TOP,131,MIDDLE,202,TOP,267,BOTTOM,67,BOTTOM,427,JUNGLE,142,MIDDLE
1827,11,0,53,350,63,157,112,122,35,157,11,111,236,TOP,254,JUNGLE,21,BOTTOM,412,BOTTOM,36,MIDDLE,555,BOTTOM,103,MIDDLE,427,TOP,22,BOTTOM,57,TOP
1972,11,1,11,90,119,86,497,25,20,17,161,51,62,JUNGLE,7,MIDDLE,67,BOTTOM,13,TOP,53,BOTTOM,98,TOP,28,JUNGLE,22,BOTTOM,10,MIDDLE,201,BOTTOM
1971,11,1,11,35,10,555,53,35,25,51,0,122,427,JUNGLE,86,TOP,63,MIDDLE,111,BOTTOM,45,BOTTOM,106,JUNGLE,91,MIDDLE,98,TOP,202,BOTTOM,17,BOTTOM
1977,11,0,6,157,63,25,238,11,157,53,103,82,2,JUNGLE,22,BOTTOM,54,BOTTOM,163,MIDDLE,58,TOP,9,BOTTOM,145,BOTTOM,28,JUNGLE,106,TOP,91,MIDDLE
1869,11,1,35,143,157,63,236,119,114,35,59,238,10,TOP,13,MIDDLE,202,BOTTOM,25,BOTTOM,106,JUNGLE,64,JUNGLE,61,MIDDLE,145,BOTTOM,26,BOTTOM,82,TOP
2229,11,0,11,103,84,53,23,420,238,8,63,555,85,TOP,45,MIDDLE,51,BOTTOM,19,JUNGLE,267,BOTTOM,111,BOTTOM,31,JUNGLE,122,BOTTOM,39,TOP,105,MIDDLE
1774,11,1,11,86,67,25,555,8,80,119,555,32,222,BOTTOM,59,JUNGLE,89,MIDDLE,38,MIDDLE,92,TOP,17,TOP,236,BOTTOM,3,MIDDLE,35,JUNGLE,412,BOTTOM
1927,11,1,11,51,420,25,157,222,53,13,11,86,67,BOTTOM,555,BOTTOM,56,JUNGLE,10,MIDDLE,133,TOP,267,BOTTOM,103,MIDDLE,59,JUNGLE,236,BOTTOM,17,TOP
2738,11,1,36,45,63,22,35,10,91,122,498,53,164,TOP,84,MIDDLE,141,JUNGLE,21,BOTTOM,111,BOTTOM,114,TOP,202,BOTTOM,99,BOTTOM,102,JUNGLE,136,MIDDLE
1920,11,0,23,0,25,35,412,114,141,245,555,8,67,TOP,38,MIDDLE,32,JUNGLE,22,BOTTOM,43,BOTTOM,82,TOP,89,BOTTOM,222,BOTTOM,78,JUNGLE,157,MIDDLE
2381,11,1,84,141,555,114,53,22,145,55,114,136,92,TOP,18,BOTTOM,518,MIDDLE,117,BOTTOM,121,JUNGLE,98,TOP,68,BOTTOM,56,JUNGLE,157,BOTTOM,74,MIDDLE
2437,11,0,23,25,131,99,60,238,86,89,555,245,143,BOTTOM,145,BOTTOM,154,JUNGLE,157,MIDDLE,67,TOP,45,MIDDLE,22,BOTTOM,150,TOP,432,BOTTOM,20,JUNGLE
1771,11,0,240,142,53,25,107,157,86,53,11,99,432,BOTTOM,60,JUNGLE,114,TOP,22,BOTTOM,238,MIDDLE,17,BOTTOM,84,JUNGLE,429,TOP,246,MIDDLE,21,BOTTOM
1858,11,0,86,245,53,105,412,222,25,86,141,35,202,BOTTOM,4,MIDDLE,19,JUNGLE,40,BOTTOM,84,TOP,113,JUNGLE,17,TOP,1,MIDDLE,21,BOTTOM,89,BOTTOM
1211,11,1,555,24,22,35,64,82,6,202,120,238,98,BOTTOM,54,JUNGLE,157,MIDDLE,121,JUNGLE,222,BOTTOM,17,TOP,84,MIDDLE,18,BOTTOM,11,JUNGLE,63,BOTTOM
1543,11,0,84,0,53,121,80,555,86,10,0,121,164,JUNGLE,19,JUNGLE,67,BOTTOM,40,BOTTOM,106,TOP,25,BOTTOM,141,JUNGLE,58,TOP,202,BOTTOM,142,MIDDLE
2110,11,0,58,51,53,157,54,555,23,0,119,121,63,MIDDLE,254,JUNGLE,92,JUNGLE,99,BOTTOM,202,BOTTOM,24,JUNGLE,42,MIDDLE,75,TOP,25,BOTTOM,22,BOTTOM
1743,11,1,555,157,517,122,8,498,35,145,114,38,22,BOTTOM,246,MIDDLE,78,JUNGLE,16,BOTTOM,79,JUNGLE,350,BOTTOM,86,TOP,119,BOTTOM,120,JUNGLE,268,MIDDLE
1806,11,0,25,114,245,111,35,86,238,50,17,81,13,MIDDLE,24,TOP,121,JUNGLE,40,BOTTOM,145,BOTTOM,115,BOTTOM,64,JUNGLE,51,BOTTOM,122,TOP,38,MIDDLE
1522,11,0,45,86,555,67,121,119,8,120,53,17,22,BOTTOM,111,BOTTOM,78,TOP,101,JUNGLE,11,JUNGLE,40,BOTTOM,74,TOP,145,BOTTOM,55,MIDDLE,32,JUNGLE
1888,11,0,122,555,53,84,103,99,86,53,0,122,145,BOTTOM,412,BOTTOM,68,TOP,7,MIDDLE,35,JUNGLE,120,JUNGLE,21,BOTTOM,115,MIDDLE,29,BOTTOM,56,TOP
1713,11,1,111,58,555,10,45,143,55,35,350,58,3,MIDDLE,246,JUNGLE,92,TOP,202,BOTTOM,78,BOTTOM,99,MIDDLE,102,JUNGLE,114,TOP,53,BOTTOM,145,BOTTOM
1718,11,0,105,51,53,24,245,240,77,350,555,245,40,BOTTOM,35,JUNGLE,222,BOTTOM,39,TOP,103,MIDDLE,45,TOP,266,JUNGLE,157,MIDDLE,143,BOTTOM,22,BOTTOM
1922,11,0,89,25,105,266,86,119,420,28,238,111,54,BOTTOM,51,BOTTOM,107,JUNGLE,17,TOP,18,MIDDLE,10,TOP,45,BOTTOM,80,JUNGLE,42,MIDDLE,236,BOTTOM
2588,11,0,53,29,114,157,67,25,51,58,122,23,21,BOTTOM,11,JUNGLE,40,BOTTOM,103,MIDDLE,10,TOP,75,TOP,202,BOTTOM,245,MIDDLE,555,BOTTOM,20,JUNGLE
1627,11,0,25,22,17,157,115,518,75,17,222,120,16,BOTTOM,11,JUNGLE,86,TOP,51,BOTTOM,61,MIDDLE,53,BOTTOM,145,BOTTOM,39,MIDDLE,19,JUNGLE,80,JUNGLE
2307,11,0,39,412,50,76,3,121,8,53,555,245,157,MIDDLE,35,JUNGLE,266,MIDDLE,51,BOTTOM,25,BOTTOM,141,JUNGLE,145,BOTTOM,58,TOP,161,BOTTOM,142,MIDDLE
1654,11,0,53,105,82,23,54,28,35,17,53,555,420,TOP,84,JUNGLE,99,BOTTOM,51,BOTTOM,24,JUNGLE,11,JUNGLE,157,TOP,145,BOTTOM,412,BOTTOM,58,MIDDLE
1519,11,0,8,122,25,35,555,35,10,133,75,157,350,BOTTOM,55,JUNGLE,145,BOTTOM,59,JUNGLE,266,TOP,12,BOTTOM,39,TOP,202,BOTTOM,201,JUNGLE,91,MIDDLE
1590,11,0,24,53,25,55,30,0,91,150,0,86,157,TOP,350,BOTTOM,18,TOP,254,JUNGLE,41,MIDDLE,64,JUNGLE,518,MIDDLE,112,TOP,412,BOTTOM,51,BOTTOM
2280,11,0,25,111,7,145,122,53,157,122,555,67,412,BOTTOM,35,JUNGLE,133,MIDDLE,134,BOTTOM,80,TOP,98,TOP,45,MIDDLE,37,BOTTOM,119,BOTTOM,121,JUNGLE
2027,11,1,35,131,67,25,127,45,54,143,122,84,27,TOP,102,JUNGLE,51,MIDDLE,90,MIDDLE,555,MIDDLE,82,TOP,203,JUNGLE,350,BOTTOM,58,MIDDLE,86,BOTTOM
1761,11,1,122,19,22,142,74,86,119,112,238,555,121,TOP,56,JUNGLE,51,BOTTOM,161,MIDDLE,21,BOTTOM,10,TOP,222,BOTTOM,53,JUNGLE,157,MIDDLE,45,BOTTOM
1560,11,1,245,86,23,555,25,53,21,56,28,90,48,JUNGLE,54,MIDDLE,98,TOP,67,BOTTOM,350,BOTTOM,117,BOTTOM,497,MIDDLE,236,BOTTOM,82,TOP,19,JUNGLE
1507,11,0,222,25,86,45,11,157,63,122,119,121,555,BOTTOM,99,MIDDLE,51,BOTTOM,36,TOP,105,JUNGLE,84,TOP,19,JUNGLE,40,BOTTOM,22,BOTTOM,246,MIDDLE
1398,11,1,86,25,19,157,350,11,23,119,31,53,254,JUNGLE,412,BOTTOM,81,MIDDLE,21,BOTTOM,92,TOP,40,BOTTOM,29,BOTTOM,420,TOP,421,JUNGLE,115,MIDDLE
2210,11,0,142,35,10,99,106,17,350,236,238,56,222,BOTTOM,86,TOP,72,JUNGLE,111,BOTTOM,157,MIDDLE,57,JUNGLE,84,MIDDLE,21,BOTTOM,53,BOTTOM,31,TOP
2411,11,1,350,10,107,157,16,114,157,350,53,86,22,BOTTOM,64,JUNGLE,35,BOTTOM,517,MIDDLE,6,TOP,154,JUNGLE,84,MIDDLE,75,TOP,51,BOTTOM,117,BOTTOM
1815,11,0,80,121,157,238,555,238,30,114,157,498,10,MIDDLE,222,BOTTOM,518,BOTTOM,122,TOP,20,JUNGLE,51,BOTTOM,126,TOP,32,JUNGLE,45,MIDDLE,54,BOTTOM
